X,Y,Z
763.9529,122.1878,-644.4623
764.1564,120.5657,-720.8899
465.904,149.312,-294.119
439.824,149.412,-298.939
464.794,149.412,-293.779
448.254,149.412,-292.779
465.124,149.412,-295.359
426.3167,149.4154,-322.5941
504.6078,126.277,-380.7156
425.1557,149.4154,-319.5878
454.7515,149.4154,-319.3462
446.5889,149.4154,-339.5219
763.7272,120.5657,-722.0541
747.524,151.732,-688.369
438.654,149.412,-315.749
506.7254,127.9934,-379.9628
446.844,149.412,-292.729
747.294,151.657,-687.1591
443.3732,149.4154,-331.7918
765.047,122.1583,-647.3384
475.4283,127.8091,-320.4313
426.4926,149.4154,-320.2041
761.7162,120.5657,-720.9877
460.4395,149.2954,-302.4863
438.6795,149.2954,-282.1251
464.854,149.2954,-311.0523
501.7651,125.9923,-381.0767
434.2589,149.2954,-284.8509
501.8503,127.689,-375.7247
493.2644,127.689,-323.4935
756.2873,120.4457,-727.4747
494.6641,127.689,-329.7743
436.2502,149.2954,-283.4601
-480.9335,118.724,312.6641
679.6776,148.91,-576.4739
678.0156,152.09,-583.5118
678.924,152.09,-582.1922
677.0502,152.09,-582.117
677.7097,152.09,-580.5663
675.2165,148.86,-580.165
676.1891,148.86,-578.1349
676.8156,148.86,-579.006
681.8864,148.86,-574.9991
681.5169,148.86,-574.0298
685.2784,148.86,-570.5473
686.4985,152.08,-576.5596
685.2213,152.09,-574.8508
684.2916,148.86,-571.4405
685.5585,148.86,-571.239
687.189,136.3566,-586.6404
685.4103,136.835,-582.7583
684.163,129.49,-582.5661
683.5149,129.49,-581.9821
683.5034,129.49,-582.7462
696.9879,140.8,-596.1467
687.8655,141.02,-590.3856
681.6446,141.02,-583.3608
684.3174,141.01,-585.8306
-448.5836,176.3947,-556.3928
-479.6015,173.735,-451.987
-475.5506,176.6538,-572.3209
-500.3832,175.0746,-570.1799
-448.3546,175.6968,-591.0193
-450.8377,175.9103,-582.713
-465.4315,171.5217,-439.541
-500.1931,174.5942,-453.6075
-511.5645,166.0334,-504.5795
-487.8202,166.3634,-517.2905
-446.5305,166.5507,-539.8976
-508.6553,166.7036,-524.8829
-466.6412,167.0772,-600.5532
-499.4001,165.7795,-461.8735
-490.821,170.0285,-492.4238
-516.9355,170.0419,-513.9993
-460.7556,171.6232,-542.5123
-429.7513,166.6737,-546.0057
-497.8168,165.8825,-505.7667
-518.0916,165.8563,-478.5819
-450.7553,170.5142,-561.3988
-453.6848,170.0572,-605.2595
-460.8163,170.0769,-597.2203
-478.662,168.7438,-486.4301
-450.7073,170.1004,-597.7993
-504.8037,168.7755,-460.4086
-469.8678,170.0732,-605.1285
-416.3974,176.3638,-609.8224
-469.5497,169.7191,-469.6297
-487.65,171.2624,-601.4158
-405.5417,176.3405,-595.4237
-425.4005,164.9319,-531.8154
-475.4937,165.9367,-512.4877
-522.7543,166.0422,-489.2696
-423.4385,173.5997,-606.2407
-482.3579,168.5467,-595.528
-412.9688,172.9523,-593.5781
-462.5068,166.4455,-472.7488
-476.2791,168.1324,-557.7634
-426.8669,164.842,-530.7376
-475.4475,165.8996,-510.6666
-524.5749,166.0122,-489.2032
-449.6384,170.9415,-573.9978
-17.91885,128.4179,-568.0693
-20.84798,130.7934,-575.4487
-20.24868,126.7967,-575.2941
-11.31805,125.3604,-572.2979
-15.26687,127.9284,-573.3779
-18.95026,133.2474,-572.5914
-16.38942,130.501,-572.187
-12.67558,129.0395,-570.7975
-18.68575,130.5046,-573.3327
-16.70855,132.6884,-571.6498
-18.07053,128.2092,-570.2261
-21.61355,125.7811,-572.653
-20.75013,126.1529,-572.1033
-22.02255,125.9668,-572.7982
-19.46421,134.1855,-567.7752
-13.70298,123.327,-568.3555
-17.87095,127.6115,-570.3167
-22.31549,134.855,-569.4167
-21.60587,134.7855,-569.0844
-16.79455,133.1886,-568.8991
-15.03842,133.1232,-565.903
-14.1589,127.1306,-567.3721
-16.98994,128.5306,-568.3401
-17.25693,127.946,-568.6597
-12.22511,133.5952,-567.3137
-0.9959087,127.26,-512.7736
2.031762,129.0001,-520.2891
2.144108,132.2234,-517.8489
-6.594373,133.371,-514.227
-3.094166,131.1782,-516.7358
-0.4907678,125.7733,-519.283
-2.544843,128.2285,-517.2787
-6.035995,129.3154,-515.1598
-0.2033575,128.4395,-518.3077
-2.663711,126.1124,-518.1049
-0.641031,128.6252,-514.4254
3.457006,131.2725,-515.1578
2.500795,130.8271,-514.8875
3.836452,131.1285,-515.3989
-0.5310379,122.1843,-515.8981
-4.201452,132.2992,-509.927
-0.7231684,129.193,-514.1493
2.274939,122.039,-517.736
1.565259,122.0408,-517.3967
-2.883937,124.1306,-516.1434
-4.829464,122.813,-513.5852
-4.509128,128.6102,-511.3194
-1.905934,127.5011,-513.0239
-1.514846,128.0996,-512.9608
-7.5626,123.7749,-514.9015
-404.8752,168.3874,5.659836
-409.1746,173.6261,10.42941
-411.317,172.4298,7.21443
-405.9752,173.9906,-0.5202646
-406.9676,173.7686,4.204168
-404.9861,173.1348,10.38071
-405.2018,173.1438,6.610089
-403.4442,173.3821,2.774271
-407.0276,172.9161,8.399098
-403.6599,173.3075,8.274591
-406.35,169.959,5.930279
-411.0973,169.298,7.098379
-410.1044,169.4169,6.667294
-411.2706,169.274,7.536819
-401.8224,169.3632,10.7065
-406.1504,168.9655,-0.8063664
-406.6818,169.9254,5.388029
-403.7962,169.4831,13.41987
-403.2881,169.5473,12.82276
-401.7711,171.2445,8.289381
-399.1701,169.7078,6.57521
-403.3903,169.2599,2.010958
-404.4953,169.1039,5.120132
-405.188,169.0251,4.949341
-398.2833,172.393,5.115326
-15.83323,129.862,-539.6678
-13.13685,125.0854,-533.4556
-11.5816,123.9372,-537.008
-18.84474,122.778,-543.066
-16.69083,124.0172,-538.9212
-16.57222,127.5319,-533.4338
-17.34507,126.1811,-536.8751
-19.9443,125.5979,-540.1559
-15.2102,126.0506,-535.457
-18.33061,127.3562,-535.195
-15.15812,127.957,-538.8719
-10.46095,126.5303,-538.3828
-11.48245,126.7829,-538.6629
-10.1892,126.608,-538.0046
-17.61942,132.2379,-534.4808
-16.61421,126.6457,-545.3964
-14.9934,127.6424,-539.4003
-15.27054,132.0577,-532.0886
-15.89017,132.0608,-532.5731
-19.08213,129.9548,-535.9063
-21.11526,131.9137,-537.9297
-18.42006,128.6947,-542.5359
-16.60635,129.2952,-539.8411
-16.01511,128.9608,-540.073
-23.40411,129.7093,-538.1014
15.30348,129.21,-540.9092
16.75983,129.8448,-549.0427
16.93504,133.4443,-547.207
8.88972,134.4985,-542.2112
12.12148,132.1902,-544.9648
14.82833,126.6511,-547.0788
12.89397,129.2453,-545.1313
9.7267,130.4008,-542.5833
14.98154,129.4613,-546.6083
12.87015,127.0145,-545.5762
15.20988,130.2887,-542.7922
18.79521,133.0892,-544.7004
17.95671,132.6222,-544.1859
19.14046,132.9364,-544.9837
15.7807,123.7197,-543.2266
12.10067,134.3941,-538.3326
15.1142,130.8875,-542.5984
18.22142,123.4818,-545.5198
17.58613,123.4858,-545.0559
13.21848,125.3961,-543.3216
11.90874,124.3944,-540.2645
11.96924,130.5056,-539.0424
14.34258,129.3291,-541.0161
14.66927,129.959,-541.1238
8.89776,124.8864,-541.1698
-8.658304,130.2838,-553.4089
-10.0677,135.4639,-547.0956
-7.922197,132.2387,-545.9329
-12.64586,124.4778,-548.8057
-11.71692,129.2043,-548.4156
-12.21493,135.2801,-550.7209
-12.2123,131.5233,-550.3322
-13.58894,127.6652,-551.3711
-10.86834,133.3412,-549.1178
-13.2228,133.1551,-551.5534
-9.006301,130.6845,-551.3027
-5.568619,131.931,-547.991
-6.278242,131.4828,-548.6848
-5.430552,132.3715,-547.8923
-11.1211,135.3008,-555.5317
-8.553073,123.8978,-551.6828
-8.796051,130.1498,-551.0286
-9.934238,138.0655,-554.0417
-10.31212,137.4606,-554.3735
-12.72555,132.9993,-554.3015
-13.13359,131.1315,-557.2015
-10.36822,126.6569,-553.8586
-9.475375,129.7783,-553.2485
-8.998814,129.6207,-552.7355
-15.85254,129.812,-556.2045
-30.36809,124.2347,-562.6087
-36.51327,129.608,-561.1801
-35.01044,130.0133,-564.9129
-25.56578,130.9808,-564.1011
-30.08197,130.182,-562.5778
-34.22716,127.5768,-558.2757
-31.17319,128.4474,-560.3201
-26.99018,128.7849,-560.818
-33.6718,128.5691,-560.8928
-31.73378,127.6619,-558.2601
-31.33592,126.1574,-562.8994
-34.90631,127.1323,-566.1614
-34.00322,126.9497,-565.5809
-35.36938,127.0861,-566.0823
-32.92696,122.9043,-557.372
-25.59976,126.5801,-566.55
-31.06049,126.366,-563.4341
-36.27025,123.2042,-557.4429
-35.49146,123.1917,-557.3328
-30.7997,125.0795,-557.7289
-28.00834,123.0571,-557.3007
-26.46684,125.2089,-562.9431
-29.68343,124.8467,-562.2838
-29.91685,125.0755,-562.9228
-26.20575,125.4395,-556.2042
9.697072,1037.8,197.7
21.63719,1039.861,218.3828
11.67307,1045.989,218.5124
11.53486,1062.015,196.0896
16.28648,1052.087,204.7064
26.25292,1036.358,207.6478
20.72258,1044.628,203.1356
18.2908,1052.178,193.8346
20.2313,1041.546,209.8708
25.50129,1040.345,201.6802
11.40892,1041.035,202.8065
5.130068,1040.393,215.6046
6.141822,1040.894,212.6641
5.452684,1039.518,216.6019
22.98913,1026.739,197.6241
0.1749067,1053.594,192.5905
10.12759,1042.356,202.8744
24.32489,1022.397,206.2075
24.32517,1023.47,204.2009
23.70486,1035.333,195.5885
21.59694,1034.539,185.7972
8.505981,1046.279,189.7692
10.99353,1040.02,196.5466
9.6397,1040.693,197.9694
26.50512,1041.996,183.5521
-28.41848,126.94,-527.637
-22.98122,132.2856,-530.8834
-21.33302,130.0986,-527.9072
-27.04034,130.8474,-520.3136
-25.68078,131.4696,-524.9091
-27.18396,132.4941,-531.1676
-27.30171,131.6689,-527.4839
-29.33425,131.3768,-523.7903
-25.38039,131.5266,-529.1793
-28.64941,132.4337,-529.1494
-26.70719,128.2674,-527.4716
-22.02807,127.0936,-528.5043
-23.026,127.281,-528.1108
-21.82249,127.1347,-528.9272
-30.83525,129.4527,-532.4936
-27.64474,125.9173,-521.1465
-26.43309,128.0655,-526.9337
-28.6349,129.8165,-535.0033
-29.17815,129.8359,-534.4347
-30.81686,130.7617,-529.724
-33.75904,129.3484,-528.5361
-30.07117,127.2534,-523.9695
-28.73292,127.5787,-526.972
-28.07755,127.3522,-526.7866
-34.35903,131.7724,-526.5633
-39.91569,129.579,-540.8657
-44.89764,134.5785,-536.5226
-41.33137,134.0594,-534.6871
-39.79644,124.6783,-534.0269
-42.0952,128.7034,-535.3942
-46.0715,131.8334,-539.5015
-43.74379,129.3409,-537.8787
-42.27132,125.4168,-537.3374
-43.97485,131.8776,-537.5664
-45.42661,129.4251,-539.407
-40.64799,130.3925,-538.9895
-39.11723,134.5693,-536.8567
-39.312,133.5697,-537.2422
-39.29805,134.9984,-536.9341
-44.75764,130.8161,-544.1468
-35.98844,125.7828,-537.1323
-40.17699,130.2453,-538.5873
-45.7335,134.0169,-543.8725
-45.61049,133.2414,-543.9199
-44.6689,128.6476,-541.9848
-43.51571,126.0565,-543.9901
-38.9048,125.8199,-539.8035
-40.24312,128.7761,-540.4216
-39.82837,129.1428,-539.9648
-44.88029,123.8035,-542.204
-11.01608,133,-588.8408
-7.80092,130.2399,-595.9627
-11.79796,130.7906,-596.2408
-15.83866,126.1066,-588.9931
-12.20796,127.8828,-591.6422
-6.047832,129.9529,-592.1376
-9.431925,128.8699,-590.8572
-11.93953,127.2065,-587.89
-8.738192,129.9315,-593.0883
-7.253853,128.937,-590.2042
-11.147,131.8621,-590.6863
-12.39447,133.6595,-595.108
-12.30012,133.2466,-594.1048
-12.09477,133.8418,-595.4239
-5.052822,133.0372,-588.4177
-17.12085,130.7729,-587.5982
-11.77593,131.7918,-590.7554
-3.553699,134.071,-591.2385
-3.83316,133.7454,-590.5791
-6.780746,130.5481,-587.9672
-7.394446,131.0299,-584.5825
-13.36322,130.8438,-586.3665
-11.17948,132.1012,-588.5024
-11.65573,132.2462,-589.0195
-7.758198,127.9217,-584.0042
-22.20492,142.72,-558.5664
-18.11028,136.1827,-555.5374
-16.57714,137.3983,-559.077
-23.78547,137.9111,-565.2877
-21.69149,137.299,-560.9755
-21.99411,137.4302,-554.4664
-22.67335,137.899,-558.1519
-25.28913,138.5128,-561.4138
-20.47386,137.5431,-556.8785
-23.78201,137.7921,-556.1683
-21.07243,140.8842,-558.8221
-16.15388,140.5035,-558.8582
-17.22221,140.6275,-559.0287
-15.8818,140.4353,-558.4785
-24.12739,141.6338,-553.0108
-22.62885,142.8114,-565.1682
-20.87724,140.9308,-559.4263
-21.64429,140.7859,-550.9161
-22.27976,140.8976,-551.366
-25.13734,140.1427,-555.4888
-27.68399,142.3474,-556.3368
-24.65161,142.6409,-561.7739
-22.84255,142.1655,-559.0511
-22.20845,142.1395,-559.3864
-29.43221,140.0944,-557.7495
-33.02972,139.3431,-561.7853
-30.73336,141.302,-569.5033
-30.28524,144.4244,-566.9721
-38.5762,145.6371,-562.4349
-35.41036,143.4611,-565.3671
-33.22876,138.0993,-568.3619
-35.00045,140.5227,-566.07
-38.22732,141.6087,-563.5666
-32.77052,140.718,-567.3251
-35.2608,138.4436,-566.9559
-32.80676,140.7628,-563.4141
-28.7328,143.3386,-564.4659
-29.66856,142.9058,-564.1155
-28.38388,143.1952,-564.7497
-33.0243,134.3833,-565.1231
-35.78982,144.3423,-558.4444
-32.84479,141.3211,-563.1107
-30.42434,134.243,-567.2428
-31.09561,134.2485,-566.8327
-35.3354,136.3928,-565.0553
-37.04692,135.0233,-562.3608
-36.33871,140.7186,-559.9308
-33.95345,139.6153,-561.9323
-33.54163,140.2015,-561.8878
-39.87194,136.1002,-563.3544
-30.21895,130.2,-579.7136
-29.48863,124.8289,-573.4449
-28.85386,123.0489,-577.0207
-36.28285,125.1368,-582.6106
-33.51982,125.3594,-578.652
-31.47606,128.5475,-573.3475
-33.00464,127.6229,-576.6751
-35.81528,128.2005,-579.7777
-31.05481,126.581,-575.3719
-33.2487,129.142,-574.9995
-30.40276,128.2073,-578.8689
-26.80039,124.8497,-578.5731
-27.62141,125.5253,-578.8081
-26.49669,124.8049,-578.2145
-30.40297,133.21,-574.5515
-32.73973,127.5695,-585.236
-30.43153,127.8434,-579.3904
-28.21588,132.045,-572.2861
-28.80231,132.3149,-572.7356
-32.82034,131.7913,-575.7876
-33.91241,134.4152,-577.7845
-33.24821,130.2559,-582.3784
-31.17302,130.0332,-579.8178
-30.80854,129.4669,-580.0662
-36.94617,133.4555,-577.7283
-500.1174,166.9256,-484.2099
-413.9454,167.2282,-530.4209
-453.3003,166.4711,-489.113
-473.3919,166.8564,-492.5038
-456.062,165.0324,-455.739
-501.4811,168.7766,-462.5874
-466.683,170.0743,-602.7529
-434.6326,170.4112,-587.5496
-466.4094,170.4749,-565.4664
-497.7435,168.6196,-464.725
-506.032,168.6176,-468.6412
-416.3463,176.3475,-607.4792
-469.4437,169.7102,-471.9711
-405.9833,176.1746,-593.1278
-485.3985,171.2619,-602.0676
-461.0821,170.7727,-579.3365
-490.7403,168.7274,-473.8778
-425.0791,170.9392,-579.0302
-437.627,170.1142,-551.5776
-480.0595,170.7063,-573.1373
-472.8614,165.742,-440.2968
-471.6705,170.6888,-584.7595
-468.294,167.8891,-459.7981
-477.515,162.5782,-446.4278
-492.3623,168.7614,-442.0741
-471.4046,171.24,-552.5649
-464.8966,170.0761,-592.6329
-498.8908,172.3847,-567.1639
-474.4587,173.5898,-569.4963
-476.6182,170.6325,-452.168
-447.5498,173.2616,-553.6227
-445.455,172.7919,-592.328
-451.9647,172.8866,-585.5671
-500.0704,171.5605,-450.5513
-462.7318,168.2355,-440.2269
-460.8659,169.0527,-469.675
-484.8081,171.2736,-593.183
-414.1436,175.7818,-596.6687
-425.084,176.3412,-609.1927
-485.7556,168.5424,-589.4883
-416.7932,172.9959,-599.3569
-457.8937,166.0813,-467.5904
-428.4017,173.6114,-611.0768
-435.2811,166.939,-544.4854
-492.1158,165.8605,-505.0895
-512.3681,165.8328,-478.1336
-459.6656,167.0973,-596.7511
-450.2136,167.124,-598.9482
-479.5542,165.7412,-487.2118
-450.3879,167.557,-562.6406
-454.1586,167.0667,-604.1395
-483.3156,167.2492,-599.0035
-409.3511,171.8805,-592.912
-466.1958,165.4319,-472.9588
-419.8292,172.3147,-606.2814
-464.8139,167.2175,-462.8299
-492.5092,169.1366,-594.5753
-409.2575,174.3642,-602.9875
-421.7515,174.2637,-616.2913
-470.3204,173.7059,-607.2045
-506.9091,172.4082,-460.6943
-490.181,166.1003,-496.1591
-457.1994,167.5854,-543.4298
-516.2077,166.067,-517.6685
-448.916,167.9449,-574.6664
276.1928,147.3628,242.3658
276.301,148.3508,238.2612
573.9561,135.1368,-3.862244
275.766,147.215,242.65
275.7878,147.4268,241.9316
275.2772,147.2338,242.24
273.4322,147.9419,237.0591
573.9464,133.3714,-8.517876
275.975,148.2902,238.7408
574.1102,134.4837,-6.303795
573.7784,133.0928,-9.010872
276.119,148.2183,238.9836
276.3756,148.3112,238.7382
573.3866,133.0486,-9.06813
273.3563,147.8756,237.3066
575.0207,135.3191,-3.820412
276.9479,148.1123,239.8711
574.7198,134.6098,-6.285728
273.9887,148.0138,237.1924
574.7568,134.6004,-6.324249
573.7784,133.0928,-9.010872
573.9464,133.3714,-8.517876
275.3703,148.0562,239.4438
273.6918,148.0028,236.6819
276.2504,147.48,241.8415
576.1896,134.9813,-5.633759
275.3439,148.0441,239.4896
273.6918,148.0028,236.6819
274.7379,147.9179,239.558
575.5197,134.5158,-6.894806
575.5991,134.5812,-6.622345
575.91,134.5651,-6.81662
273.295,147.976,236.705
573.2998,133.2547,-8.497414
273.9887,148.0138,237.1924
573.4346,133.1999,-8.721451
573.9716,135.2173,-3.58445
574.8359,135.4639,-3.333649
275.1928,147.2976,241.9704
575.952,134.3645,-7.255661
574.3484,135.437,-3.118462
574.5481,135.2788,-3.823151
276.3105,148.189,239.2126
573.0865,132.8297,-9.463326
275.8001,147.511,241.4855
273.5885,147.9268,237.0217
273.8444,148.0538,236.8269
276.596,148.2864,239.3891
575.969,134.8736,-6.205009
573.5946,133.1813,-8.710342
573.8943,133.2192,-8.878662
574.669,135.1391,-4.237961
272.8967,147.9642,236.337
575.7297,134.6809,-6.371353
-475.6536,173.4355,-575.8356
-470.5462,167.2884,-435.1596
-469.0046,173.6226,-580.4668
-469.2297,170.8896,-464.7239
-477.9899,167.2136,-449.9533
-487.3472,171.5933,-443.0598
-466.8539,173.5849,-555.3818
-469.2657,172.9013,-589.9739
-461.6346,166.5054,-447.3807
-493.3348,168.6789,-449.2469
-458.7443,169.9866,-584.5669
-446.5346,170.1429,-599.1976
-440.8618,170.1842,-554.7062
-475.3718,167.8582,-458.9594
-491.824,170.2407,-568.0786
-467.7075,170.6311,-570.5168
-456.3127,167.6726,-560.6501
-448.1888,167.0951,-605.994
-461.6493,167.0726,-602.6793
-479.7045,165.8211,-480.9629
-456.1488,167.059,-596.9868
-522.7999,171.4359,-516.4578
-460.3492,173.584,-548.7067
-496.6462,171.6031,-494.8666
-425.0719,167.9258,-576.6849
-437.4249,167.1726,-554.0041
-492.8973,165.7179,-474.8119
-460.9312,167.7954,-581.723
-458.5651,168.8621,-462.771
-415.4283,176.0876,-603.8276
-490.604,171.2624,-588.7782
-427.8507,176.3663,-615.9263
-498.4008,171.5962,-451.3386
-463.4795,168.6648,-441.8595
-453.2769,172.914,-584.2687
-446.7821,172.8401,-593.6106
-477.4017,170.7209,-453.8374
-473.1443,173.617,-570.7925
-497.5991,172.4852,-568.4792
-446.2372,173.2841,-554.9208
-481.7873,165.7078,-436.4555
-484.1804,168.1134,-563.3694
-487.7595,168.0378,-562.9535
-457.4899,173.6977,-559.6844
-446.831,173.1178,-606.7036
-462.43,173.081,-604.0613
-479.5016,171.8576,-479.5
-457.5745,173.0579,-596.2112
-462.9107,165.3987,-441.3237
-499.5144,168.5685,-450.4052
-452.5314,169.8932,-585.5327
-445.4307,169.8239,-593.0153
-447.0746,170.2544,-553.7387
-476.5422,167.6498,-452.7846
-473.9224,170.5913,-569.5603
-497.9767,169.4817,-567.0251
-466.2334,170.0764,-604.1456
-502.6357,168.7787,-463.4868
-452.3791,176.2237,-584.7355
-499.4141,174.902,-451.1862
-462.9772,171.6907,-440.2564
-477.1724,174.0009,-452.7568
-498.8766,175.6898,-568.2011
-474.0091,176.9308,-570.2932
-447.0336,176.6058,-554.3637
-446.3744,176.1215,-592.5887
-479.0371,168.1054,-561.2552
-481.7869,165.9909,-508.9561
-431.8899,165.6586,-534.8878
-526.3535,166.0017,-495.5244
-449.991,167.9535,-569.6364
-446.0151,170.2917,-556.1724
-496.9402,169.4592,-569.4688
-472.8592,170.6088,-571.9926
-478.4806,167.7491,-454.5956
-447.8867,169.8101,-594.0227
-453.5912,169.8968,-583.0988
-464.8054,165.9653,-443.0945
-497.7048,168.5848,-452.3473
-490.8633,168.783,-446.2669
-480.5114,165.6672,-445.2846
-472.4974,168.093,-461.253
-467.2179,170.6662,-584.7811
-468.4189,165.6808,-440.0007
-480.0866,170.6393,-577.5894
-464.8715,170.0693,-588.1803
-471.4572,170.9958,-557.0107
-434.4542,169.368,-534.1653
-483.119,169.6296,-506.539
-528.773,169.6255,-496.8922
-434.0207,171.0094,-543.4213
-492.7143,170.0611,-506.2233
-513.0115,170.0371,-479.2283
-464.1876,167.0726,-590.9698
-472.3449,168.2126,-554.0619
-480.6825,161.5206,-445.3606
-492.4598,165.7702,-443.8998
-480.81,167.6904,-574.7593
-471.1336,163.0062,-441.6459
-470.0171,167.6615,-585.3855
-470.2191,164.9594,-459.7632
-500.0779,171.6262,-467.2625
-464.874,173.4293,-568.6036
-436.2558,173.4014,-584.4915
-508.5677,171.6242,-466.3049
-488.6193,169.0047,-500.0084
-514.7209,168.9417,-521.5693
-452.9254,170.2877,-543.0817
-450.7001,173.9333,-572.0027
-493.1201,174.6646,-449.836
-461.5472,172.457,-446.4904
-458.763,175.9695,-583.914
-447.3296,176.1039,-598.9591
-475.8182,173.8594,-459.0529
-492.5123,176.1332,-569.0919
-467.6269,176.6199,-571.1087
-440.6603,176.1793,-555.1965
-413.7329,172.1541,-603.3264
-490.5935,167.2492,-590.3567
-460.3642,164.9771,-463.2882
-426.3143,172.3556,-615.5375
-531.2238,168.8776,-494.4554
-480.7218,168.8324,-504.0647
-435.1471,168.221,-530.8929
-493.3437,171.5844,-449.6869
-461.7473,169.3911,-446.837
-458.5955,172.8906,-584.1423
-447.0246,173.0273,-598.9218
-492.3156,173.0757,-568.6758
-467.8261,173.5406,-570.9119
-475.7427,170.7726,-458.8919
-440.9218,173.1019,-555.0516
-455.7898,169.8382,-608.2599
-456.2362,170.6444,-576.2916
-429.8911,170.6068,-582.2695
-486.2206,168.5675,-477.414
-426.0768,168.9972,-580.8257
-436.4897,168.2001,-549.8359
-488.6793,166.8423,-474.3131
-459.9764,168.8634,-577.5694
-464.0419,173.5538,-564.407
-495.8458,171.6197,-466.6237
-437.0938,173.3864,-588.6887
-507.932,171.6178,-470.5375
-479.9646,165.2001,-450.4071
-487.0498,168.7669,-442.7721
-475.3075,170.6089,-575.6107
-469.201,170.8103,-580.0059
-470.7445,164.4647,-435.5432
-469.0409,168.0643,-465.101
-469.6501,170.0769,-590.1605
-466.6793,170.7538,-555.0436
-455.4176,166.8927,-582.4619
-465.1074,163.3938,-445.5567
-495.7603,165.5873,-452.3499
-444.2811,167.2516,-556.892
-478.5513,164.7926,-456.6008
-471.0624,167.5929,-572.6577
-494.7775,166.6556,-569.9478
-448.492,166.867,-595.9562
-419.5752,173.0953,-612.0347
-488.9465,167.9898,-597.7711
-407.9485,173.0471,-598.4297
-466.7787,166.2204,-467.2306
-426.1383,167.2927,-527.3336
-472.5676,168.7563,-509.3743
-525.8267,168.9217,-486.3586
-519.1359,168.9401,-513.7499
-461.7652,170.7454,-544.5927
-493.0473,168.9753,-492.1964
-451.5184,167.6573,-592.9921
-473.9106,168.635,-575.7189
-497.7552,167.1055,-573.03
-482.3717,165.8385,-454.9039
-447.1123,168.4033,-559.9296
-497.4417,166.5764,-456.1923
-468.8452,164.4872,-443.7122
-452.5549,167.8745,-579.3944
-503.2362,167.6806,-523.3455
-506.3902,167.0139,-506.8047
-442.3991,167.2065,-536.0005
-491.5308,167.7277,-521.4204
-459.0313,167.7988,-581.7413
-492.2731,165.7211,-476.6064
-435.5253,167.2084,-554.0213
-426.9692,167.8258,-576.6708
-428.0675,173.4321,-610.4541
-416.5857,172.7957,-598.6871
-485.2383,168.3662,-589.9711
-458.1976,165.9283,-468.2353
-475.425,165.9092,-511.8226
-425.907,164.8789,-531.3813
-523.4186,166.0181,-489.1932
-458.1234,166.8083,-607.8358
-453.8209,167.6883,-576.7748
-432.2383,167.6038,-581.7424
-485.8356,165.6115,-479.847
-459.7643,168.9556,-468.1871
-485.8618,171.2624,-591.6578
-415.0201,175.7994,-598.3022
-426.2871,176.3355,-610.6032
-458.912,172.9419,-586.1118
-493.7011,171.6278,-447.7243
-459.799,169.146,-446.4827
-473.7802,170.762,-458.5314
-467.512,173.5686,-568.9416
-491.9948,173.2848,-566.7175
-440.6041,173.09,-553.0818
-445.0643,173.1397,-599.2772
-501.3369,166.9383,-527.2678
-495.2433,166.5458,-519.3317
-438.9496,166.2237,-538.5845
-507.3337,166.0474,-511.014
-455.5783,169.8257,-607.6249
-456.447,170.6391,-576.9271
-429.6711,170.6079,-581.6372
-486.8899,168.5576,-477.4313
-461.0989,169.0598,-466.2436
-413.4196,176.018,-600.0226
-488.1324,171.2624,-592.3008
-425.0819,176.3534,-612.6321
-419.8927,176.3369,-607.6115
-465.9249,169.4362,-471.6012
-409.4131,175.9706,-594.016
-484.6146,171.2624,-598.6064
-494.0266,171.7767,-443.6047
-475.5993,164.8811,-444.1405
-469.706,170.9073,-458.0368
-471.8387,169.1778,-441.4607
-470.7705,173.6327,-586.9341
-482.1133,173.727,-574.066
-462.8022,173.081,-591.7444
-473.2754,174.3405,-553.6102
-499.2289,174.8283,-466.224
-465.6287,176.6468,-567.54
-435.6005,176.6104,-585.6431
-507.5298,174.8264,-467.1547
-517.8353,166.0343,-515.9103
-459.4003,167.719,-544.3677
-491.8122,166.0764,-494.4041
-477.3348,167.2185,-488.0125
-459.9532,165.1244,-451.1893
-419.8432,166.2075,-530.2685
-457.2027,166.6432,-484.5753
-496.1645,167.1273,-488.7025
-526.2119,169.7838,-494.9964
-431.2663,169.3334,-534.0449
-481.1932,169.7639,-509.079
-448.7745,173.1051,-608.2554
-455.5139,173.5746,-558.1791
-455.6033,173.0612,-594.6948
-477.4102,171.846,-480.8458
-463.9391,173.071,-602.0844
-511.3698,168.6206,-470.8945
-460.6254,170.6042,-565.1531
-495.4863,168.6225,-470.0611
-440.4181,170.3551,-587.8581
-466.0261,170.6683,-594.5499
-470.2226,171.8486,-550.6851
-475.9854,161.8685,-447.9955
-491.9563,169.3387,-439.8825
-478.9212,171.3091,-571.2288
-474.8594,166.0442,-439.1932
-473.5862,171.3179,-583.6478
-466.088,168.4034,-460.2106
-477.9305,168.8406,-481.1231
-455.4592,170.0673,-595.324
-463.3094,170.0761,-601.9631
-448.8892,170.1053,-607.6488
-455.4944,170.598,-558.9001
-458.4181,163.7045,-450.2769
-475.6679,166.1318,-486.8964
-497.8446,166.0372,-489.795
-419.2987,165.2747,-528.2589
-455.5673,165.4243,-483.5531
-458.8569,170.0693,-602.0074
-482.1324,168.7659,-482.5945
-455.4869,170.0603,-599.7767
-455.5407,170.7287,-563.3508
-448.9414,170.0678,-603.1965
-528.6892,166.0218,-490.6503
-431.0745,164.9371,-529.5937
